"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DGKG",0.328717418032787,2.8764287890625,3.7428120581398,0.000272032829935051,0.000948867293500281,-0.219407231378846
"GNA15",0.523309836065573,4.4198846875,3.74241833871858,0.00027241774277269,0.000950068996146749,-0.2207312316019
"PRELID2",0.529892978142077,4.589982578125,3.74166532737498,0.000273155349574413,0.000952500195995582,-0.22326314761648
"LOC338667",0.283034945355191,2.803841015625,3.74142346658109,0.000273392664018869,0.000953186400492705,-0.224076290520488
"H2BFXP",0.318711297814207,2.6555975390625,3.74126239676399,0.000273550814559132,0.000953596436702353,-0.224617788428422
"PRO2012",0.534852431693988,2.584987890625,3.74116249410177,0.000273648950131737,0.000953797170583646,-0.224953640098043
"EVI2A",1.25423543715847,5.749511484375,3.74060406030845,0.000274198121277908,0.000955569686243355,-0.226830843985065
"WDR52",0.566163715846994,4.036990625,3.74043416623588,0.000274365404521487,0.000956011009532647,-0.227401906976319
"PPHLN1",0.201986420765027,4.875164640625,3.74008286012394,0.000274711618891623,0.000957075585295654,-0.228582682075325
"DERL3",0.336214990892533,5.59457380208333,3.73995820242649,0.000274834569354679,0.0009573621254772,-0.229001647689307
"RP11-359E8.5",0.368155983606557,2.803033671875,3.73976016783832,0.000275029999052025,0.000957901018466405,-0.229667204721138
"IBSP",0.259597650273224,3.25723484375,3.73950317763615,0.000275283805285971,0.000958643041209065,-0.230530858276894
"STK11IP",0.401927978142076,5.4904259375,3.73869162643234,0.000276086760289719,0.000961216183931624,-0.233257882963339
"NR4A1",0.261359034608377,5.61863505208333,3.73867377792135,0.000276104444670155,0.000961216183931624,-0.233317853292066
"ERCC8",0.186903879781419,3.61417484375,3.73851426264508,0.000276262540771688,0.000961624235452139,-0.23385380843303
"PRTFDC1",1.09483360655738,5.25843328125,3.73815980538419,0.00027661415175351,0.000962705659846488,-0.235044683077568
"LOC100289045",0.342236366120218,3.132465703125,3.73799673897684,0.000276776051173494,0.000963000535769549,-0.235592508922529
"NDST2",0.33339931693989,5.554305390625,3.73799199128574,0.000276780766233085,0.000963000535769549,-0.235608458626767
"ANKRD22",1.28327341530055,5.064979140625,3.73778898179541,0.0002769824516635,0.000963532303015312,-0.236290446767136
"VEZF1",0.448450564663021,6.78172,3.73775569251625,0.000277015537116902,0.000963532303015312,-0.236402275612564
"STAC",0.535582158469944,5.358215078125,3.73767219407623,0.000277098540790871,0.000963678497619589,-0.236682768826806
"AGAP1",0.290543260473587,5.11775348958333,3.73750343792113,0.000277266368968676,0.00096404184899782,-0.237249649749498
"ZNF615",0.361746393442622,6.59676953125,3.73748471375596,0.000277284996108429,0.00096404184899782,-0.237312546169984
"RHPN1-AS1",0.4360375136612,4.602439921875,3.73730528627566,0.00027746355398373,0.000964520069420238,-0.23791524891928
"RP11-384P7.7",0.46945431693989,3.0078653125,3.73675777891536,0.000278009081777391,0.000966273622492129,-0.239754200229144
"ZSWIM2",0.343070737704917,2.053219296875,3.73653300050254,0.000278233341733127,0.000966910194675407,-0.240509116525833
"SYNDIG1",0.386759043715847,2.705473046875,3.73584984026033,0.000278915979267325,0.000969112158425768,-0.242803280065536
"SLC25A21",0.467751284153005,2.136102109375,3.73581645910085,0.000278949375533268,0.000969112158425768,-0.242915370804436
"SH3YL1",0.52862262295082,6.3487184375,3.73576259259636,0.000279003274407906,0.000969156256693832,-0.243096247673614
"HNRNPC",0.218784734582357,7.33977396205357,3.73570169956414,0.000279064215919684,0.000969224801894707,-0.243300716204567
"ZMAT3",1.03507272677596,6.547531359375,3.73498670289566,0.000279780726324778,0.00097156986315647,-0.245701353999039
"TOE1",0.280573087431692,6.658932890625,3.73428258105256,0.000280488042785554,0.000973882309760294,-0.24806511799413
"TXLNG",0.364558005464477,5.597171015625,3.73411487930039,0.00028065675513766,0.000974324262854282,-0.248628046370635
"KAT2B",-0.497277076502737,8.144964453125,-3.73379517821627,0.00028097864929229,0.000975297790931914,-0.249701138136901
"BLOC1S5-TXNDC5 /// TXNDC5",0.44739928961749,10.49238078125,3.73334212495772,0.000281435409737471,0.000976600478095893,-0.25122170624967
"BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19",0.397415218579234,4.729778046875,3.73334055722529,0.000281436991519301,0.000976600478095893,-0.251226967722162
"TMEM234",0.227233287795992,4.93785450520833,3.73286846424748,0.000281913698711291,0.000978110369330222,-0.252811279856466
"PANX3",0.422651830601093,2.532333359375,3.73257864108821,0.000282206733612997,0.000978982651117652,-0.253783826985982
"LIN9",0.23724499089253,2.2775496875,3.73230853597705,0.000282480091833423,0.000979773199545767,-0.254690152443586
"PTBP1",0.299957793715848,5.80954685546875,3.73227116234687,0.000282517935345212,0.000979773199545767,-0.254815553811929
"ME2",0.581420737704915,6.89152830729167,3.73196295384051,0.00028283020207211,0.000980711536596789,-0.255849660730211
"AK091028 /// GMDS-AS1",0.516883278688524,4.363064375,3.73187586188905,0.000282918500034904,0.000980873101536107,-0.256141860822304
"DYNLT1",0.610240874316936,10.1063075,3.73154509256028,0.000283254087809012,0.000981891841601764,-0.25725156700358
"HMCES",0.277794508196719,6.858175390625,3.73128105970438,0.000283522237665898,0.000982676544341575,-0.258137320571941
"C8orf49",0.464967404371584,3.388310390625,3.73122463506623,0.000283579573312222,0.000982730450022611,-0.258326602312881
"WDR92",-0.325590819672133,6.75699625,-3.73116913156378,0.000283635983671729,0.000982781133759437,-0.258512791771754
"DBNL /// MIR6837",0.411214289617486,6.169771953125,3.73105273618181,0.000283754315344941,0.000983046324482694,-0.258903239054126
"PPAP2A",0.522063428961747,8.9163225390625,3.73100944941584,0.000283798334140676,0.000983054023415126,-0.259048441629838
"SLC30A1",0.388204945355191,6.697976171875,3.7297295707509,0.000285102785456726,0.000987307636732143,-0.263341097126233
"AC006026.13",0.604705628415299,3.91405171875,3.72972224662471,0.000285110266525711,0.000987307636732143,-0.263365658507186
"MED25",0.248587622950817,4.211875078125,3.72960422743587,0.00028523084030688,0.000987447659494014,-0.263761429279346
"PLA2G2E",0.408836557377048,3.84797734375,3.72960048131296,0.000285234668307922,0.000987447659494014,-0.263773991528779
"C11orf96",0.772000519125684,7.814326328125,3.72954671852729,0.000285289611537927,0.000987492518524217,-0.263954278548691
"YWHAG",0.373813524590162,10.084391015625,3.7292871888748,0.00028555498066271,0.000988265618773828,-0.264824550544324
"NCAPD2",0.634338770491803,5.312439140625,3.72919181338339,0.000285652560889555,0.000988457883201755,-0.265144357708729
"CRIP1",1.17979278688524,5.51633,3.7282481178217,0.000286619776003433,0.000991658889614704,-0.26830834431615
"CTD-3203P2.1 /// KDM8",0.315813551912569,2.514948125,3.72810405612259,0.000286767700900749,0.000992024757344553,-0.26879129222579
"AC005162.4",0.45369994535519,4.26792609375,3.72792404435592,0.000286952641596184,0.000992518548579741,-0.26939473690957
"GLP1R",0.269899754098359,4.062440203125,3.72772924590903,0.000287152901181537,0.000992861958926393,-0.270047723850885
"LINC00545",0.411892595628415,3.471646796875,3.72772192641214,0.000287160428460281,0.000992861958926393,-0.270072259116514
"ADAP2",0.554637363387979,7.1727020703125,3.727704288869,0.000287178567456473,0.000992861958926393,-0.270131380753828
"PPP1R14D",0.412914071038252,4.885330390625,3.72738792275423,0.000287504112645125,0.000993841377044875,-0.271191812376694
"RP11-548M13.1",0.3240418852459,4.945727421875,3.7272355605152,0.000287661020274186,0.000994237648324592,-0.271702491477024
"RP4-742J24.2",0.443569999999999,2.37075765625,3.72709223559675,0.000287808695043584,0.000994601896477388,-0.27218286446771
"SLC35E2 /// SLC35E2B",0.465386762295079,6.3198517578125,3.72672029793512,0.000288192256046139,0.000995781087440163,-0.273429394878373
"CARD16",0.614998551912568,4.418158828125,3.72629274867982,0.00028863376499071,0.00099716012817002,-0.274862181082107
"TSC2",0.499458346994534,5.2836720703125,3.72550561887886,0.00028944827168731,0.00099982719196439,-0.277499633472249
"IHH",0.500036188524589,5.0338394921875,3.72535688533051,0.000289602422744216,0.00100021277282584,-0.277997947733167
"MSH2",0.883447786885244,5.382006171875,3.72476595566127,0.000290215645456386,0.00100218352387817,-0.279977629907716
"CDR2L",0.541270710382512,5.1239653125,3.72463075159895,0.000290356123001512,0.00100252143467345,-0.280430543493485
"GABRA2",0.266644699453551,2.12966239583333,3.72452274132669,0.000290468392387134,0.00100272266192666,-0.280792352401981
"MFF",0.328170122950817,8.1892221484375,3.72449265814321,0.000290499669148309,0.00100272266192666,-0.280893122459729
"LOC283485",0.225554207650273,2.4143771875,3.72429431340505,0.000290705963289433,0.00100328749179273,-0.281557504186559
"TRG-AS1",0.856972049180329,4.903321484375,3.72405971319354,0.000290950145170639,0.00100398289530714,-0.28234329161533
"CCT8",0.204068469945352,6.16086109375,3.72383508546641,0.000291184129385023,0.00100464291083112,-0.283095639122816
"FAM126B",-0.528519624316942,5.19519556640625,-3.72354220289242,0.000291489479293407,0.00100554892240847,-0.284076538288445
"AK054988",0.300509863387978,2.118816796875,3.72337461661072,0.000291664335782629,0.0010060045721671,-0.284637777081304
"LOC101928516",0.413365491803276,3.121798984375,3.72329683076291,0.000291745529893944,0.0010061370767017,-0.284898271418606
"PHF8",0.314392386156647,4.38011135416667,3.72309658545349,0.000291954647693247,0.00100671064561577,-0.285568845859255
"LINC00892",0.355929999999999,2.49041578125,3.72292599492892,0.000292132908786525,0.00100717766265891,-0.286140090498399
"HKDC1",0.891590717213113,4.12135740234375,3.72285835279373,0.000292203620986522,0.00100727380413352,-0.286366593183497
"HUNK",0.42335620218579,4.458180546875,3.72260659173014,0.00029246695123691,0.00100803380613894,-0.287209597140441
"PEX2",0.220203624772311,5.44938213541667,3.72253993190198,0.000292536711927205,0.00100812651494914,-0.287432795133555
"PNMAL1",0.712538825136611,3.938830234375,3.72232059881356,0.00029276635918666,0.00100877010959131,-0.288167168331944
"INPP5F",0.526699016393441,4.27474666666667,3.72149800763069,0.000293629155362086,0.00101159480505585,-0.290921065862213
"MSANTD3",0.473383524590163,6.179543671875,3.72103112030685,0.000294119933464365,0.00101305357187869,-0.292483908427111
"AP1G1",0.373274489981783,7.13988169270833,3.72101325698095,0.000294138726290799,0.00101305357187869,-0.292543700373731
"ITGB8",0.399992366120218,2.891653390625,3.72093350112689,0.000294222646042139,0.00101319423644379,-0.292810655554828
"ATP6V1B2",0.516310983606553,8.61634390625,3.72002426170591,0.000295180959910336,0.00101634550974837,-0.295853694865111
"LINC00909",0.387268251366121,7.31970671875,3.71951131244925,0.000295722898619388,0.00101806243787003,-0.297570167405356
"RPL34",0.330084426229504,11.92196171875,3.71928786140607,0.000295959272697663,0.00101872707359125,-0.298317837860866
"KIRREL3",0.407353060109289,3.23976171875,3.7191692910302,0.000296084773136964,0.0010190099303748,-0.298714561380049
"SEMA3F",0.274792622950815,5.23213838541667,3.71905185431903,0.000296209123349976,0.00101928874633379,-0.299107481740402
"GANC",0.319339153005462,4.28878513020833,3.71899496552196,0.000296269378979846,0.00101934695634962,-0.299297816981419
"ATL1",0.551462103825134,4.158273984375,3.71826268116095,0.00029704603945742,0.00102178397619382,-0.301747642196809
"JDP2",0.361966161202186,5.8767306640625,3.71824522584694,0.000297064576071995,0.00102178397619382,-0.301806033442777
"LOC643201",0.23845315118397,2.95256510416667,3.71811771625159,0.000297200017722351,0.00102210036801136,-0.302232569868018
"AFF4",0.223736584699452,4.241756015625,3.71806130688641,0.000297259954837688,0.00102215703768749,-0.302421262880329
"MTF2",0.364443852459018,5.741330546875,3.71720521068179,0.000298170996788534,0.00102513986909316,-0.305284677553563
"PTPRC",0.821702967213116,5.440770640625,3.71690896685466,0.000298486869638759,0.00102607588043023,-0.306275410851865
"RP11-470M17.2",0.430685109289616,3.709390078125,3.71673116511652,0.000298676604665936,0.00102657807127617,-0.306870005700089
"SHISA6",0.294873333333332,2.2237628125,3.71635103508133,0.000299082630722507,0.0010278234182632,-0.308141138908022
"DUSP2",0.5752118579235,5.66137546875,3.71609469246466,0.000299356731593157,0.00102861509526239,-0.308998274897927
"ANKRD30BL /// ANKRD30BP2 /// LOC100132004 /// LOC100132154",0.525474863387978,3.4717465625,3.71584009777565,0.000299629198981887,0.00102940092901753,-0.309849519170994
"SOX18",0.512681830601092,3.131098203125,3.71579342477178,0.000299679173933414,0.00102942225367517,-0.310005566533203
"RGMB-AS1",0.415091010928959,3.782911953125,3.71575007161591,0.000299725601243194,0.00102943138744742,-0.310150512841047
"TTC30B",0.40191370218579,3.8281306640625,3.71563618016587,0.000299847601152378,0.00102970004075105,-0.31053128935926
"CITED1",0.390940928961748,4.89193890625,3.71558307725331,0.000299904500785979,0.00102972163610958,-0.310708826619862
"BC034319 /// RP11-11N9.4",1.07347797814207,4.00072203125,3.7155485976557,0.00029994145106236,0.00102972163610958,-0.310824100055608
"LOC100652777 /// PLA2G10",0.375436885245902,3.73192328125,3.71541449195899,0.000300085207281917,0.00103006480958416,-0.311272438867766
"LOC441461",0.33714512295082,6.0135214453125,3.71509617588826,0.000300426691407036,0.00103108649961965,-0.312336572991055
"MOBP",0.285653688524589,3.048169671875,3.71493925050083,0.000300595173761836,0.00103151422335547,-0.312861149250445
"CLEC2D",0.531565457650273,3.05783041015625,3.71474786559468,0.000300800774598152,0.00103206917848994,-0.313500893956077
"ABCC1",0.604164740437158,5.0597753515625,3.71456013474175,0.000301002579379324,0.00103261094909593,-0.314128398409758
"UBQLNL",0.481064426229507,4.30615953125,3.71403754130519,0.000301565026590931,0.00103438959099004,-0.315875071573772
"TRH",0.354743770491802,3.99499015625,3.71356927768148,0.00030206984627396,0.00103597007646013,-0.317439989022992
"MIR155 /// MIR155HG",1.63047054644809,3.84718890625,3.71352526752228,0.000302117333317053,0.00103598187485305,-0.317587060959615
"KCNIP2-AS1",0.436562267759561,5.029000078125,3.71336367227591,0.000302291755544544,0.00103642887615272,-0.318127063450692
"LRRC7",0.242218756830601,2.0749418359375,3.71224785798877,0.000303498745938941,0.00104041546487158,-0.321855260780708
"LINC00648",0.483531721311476,2.273591171875,3.71215921509286,0.000303594827553526,0.00104059317167865,-0.322151398772085
"EPHA7",0.271280327868852,2.2170740625,3.71200401429967,0.000303763121847269,0.00104101830480078,-0.322669879513673
"LOC101928504",0.324038032786885,2.68299875,3.71184044088403,0.000303940590764012,0.00104147475156899,-0.323216311840539
"PCAT4",0.497638770491803,3.749161953125,3.71157116762003,0.000304232952617952,0.00104232469709749,-0.324115802141328
"ATP5D",0.319507882513658,8.7436176171875,3.71147219673345,0.000304340476603064,0.00104254121900729,-0.324446394905797
"NGFR",0.680493387978139,6.06249859375,3.71142907546559,0.000304387335683107,0.00104254989591767,-0.324590430790151
"CASC5",0.466627144808743,3.6518081640625,3.71123916514291,0.000304593789035924,0.00104310511329717,-0.325224762997628
"EIF4H",0.229387295081967,9.610989765625,3.71109762817119,0.000304747741503325,0.00104348040182824,-0.325697503113163
"RFX7",0.455699781420762,5.6004471875,3.71098352794297,0.000304871904155298,0.0010437535932653,-0.326078592638885
"GNRHR",0.312184899817849,2.89329067708333,3.7108686631763,0.000304996947167168,0.00104402971872679,-0.326462226146966
"NPB",0.38065434426229,6.104291171875,3.70936535750953,0.000306637946442205,0.00104949425208391,-0.331482190640267
"TMC8",0.439955282331511,5.16274515625,3.70920342513812,0.000306815208891427,0.00104984805357712,-0.332022830966373
"C6orf226",0.443482841530052,6.48305125,3.70918937671405,0.000306830591849028,0.00104984805357712,-0.332069733257926
"MIR663AHG",0.266449562841529,2.01613640625,3.70911438345232,0.000306912721472982,0.00104997632131557,-0.33232010452852
"KIAA1614-AS1",0.457282868852458,3.793487734375,3.70894118336138,0.000307102482874652,0.00105047271629026,-0.33289833190478
"GABRB2",0.302494189435336,2.64740255208333,3.70823961061538,0.000307872276988127,0.00105295273444245,-0.335240305226618
"GJA10",0.473630792349725,3.375746015625,3.70808826917084,0.000308038574434929,0.00105328788575085,-0.335745462760964
"GGA3",0.283096516393442,5.2122963671875,3.70806892444578,0.0003080598369932,0.00105328788575085,-0.335810031671852
"HLA-DPB2",1.01686016393443,3.32496984375,3.70795471674691,0.000308185395557418,0.00105352953495677,-0.336191229110107
"COX6C",0.321020218579234,11.8112890625,3.70792315831122,0.000308220099066221,0.00105352953495677,-0.33629656180017
"LINC00887",0.443769289617486,2.3502959375,3.70760495941555,0.000308570216109069,0.00105457301407807,-0.337358574859791
"ITGA9",0.299695095628416,4.7040285546875,3.70740543542015,0.00030878994622259,0.00105517064291084,-0.338024463902161
"LOC285902 /// ZNF273 /// ZNF479",0.463279275956283,2.8239397265625,3.70722261860762,0.000308991407277969,0.00105570567971787,-0.338634569215689
"VWA5A",0.624535177595626,5.4771417578125,3.70654716556937,0.000309736825301295,0.00105809878447153,-0.340888514072242
"EMX1",0.334507841530054,3.106844453125,3.70591633110895,0.000310434540818889,0.00106032826024692,-0.342993270336009
"METTL1",0.46683838797814,6.517988671875,3.70514238495449,0.000311292574056705,0.00106310459442627,-0.345575118809825
"DPP8",0.415909471766844,6.7735059375,3.70497205619573,0.000311481709855289,0.00106359608243269,-0.346143269245442
"CPEB2",0.284564954462658,5.15744375,3.70447193949694,0.000312037676573668,0.00106533983931088,-0.347811342108266
"MAST2",0.312852909836066,5.4297379296875,3.70411256913433,0.000312437759377601,0.00106655095799146,-0.349009862075219
"RP11-343H5.6",0.399306939890709,2.98398609375,3.70348708414492,0.00031313526326848,0.00106877686722894,-0.351095665253221
"TRBV5-2 /// TRBV5-2",0.42159387978142,3.498,3.70340403415092,0.000313227986530431,0.00106893822449155,-0.351372590480164
"VWA1",0.238213885245901,4.286258609375,3.70333359993184,0.000313306644967637,0.00106905154354256,-0.35160744523498
"CCDC144CP",0.595032049180328,2.281969921875,3.70324931630492,0.000313400794516345,0.0010692176801602,-0.351888474501174
"OR2N1P /// OR2N1P",0.462396857923495,5.015243671875,3.70305399368872,0.000313619083855863,0.00106980723020883,-0.3525397243519
"SIGLEC10",0.614075614754097,5.0492958203125,3.70292725321979,0.00031376080393159,0.00106999995512219,-0.352962290959364
"CTB-119C2.1",0.415833360655737,2.361026171875,3.70290146298934,0.000313789649764914,0.00106999995512219,-0.353048276983884
"ILDR1",0.408374672131147,3.869387109375,3.70288142670068,0.000313812061668063,0.00106999995512219,-0.353115078721451
"OTP",0.262635696721311,3.0255446484375,3.70279932194098,0.000313903917061146,0.00107015801265084,-0.353388816021889
"LOC101927330",-0.551956393442625,4.4950015625,-3.70260981616947,0.000314116025453998,0.00107072593024319,-0.354020609638413
"TSTD2",0.353711502732239,2.684634609375,3.70219575833277,0.000314579940882845,0.00107215189241625,-0.355400946979228
"LOC101927592",0.414475382513659,3.865108515625,3.70187242768291,0.000314942655521965,0.00107323257865497,-0.356478742069065
"RAB43",0.381693333333333,5.960378125,3.70162141173436,0.000315224520041285,0.00107403747810677,-0.357315429900241
"POLR3F",0.370772513661202,4.89335421875,3.70152765801527,0.000315329856868219,0.00107424076383843,-0.357627918601682
"SP2",0.220205710382512,4.04878690104167,3.70144103145696,0.00031542721561246,0.00107441681552571,-0.357916646224184
"GPR113",0.281015027322402,3.36245328125,3.70090650774223,0.000316028591585145,0.00107630936491205,-0.359698101163491
"RAB9B",0.368044781420764,4.813941015625,3.70069434131924,0.000316267594273606,0.00107696739790288,-0.360405149587963
"RP11-180N14.1",0.420897267759562,2.297134375,3.70043153428545,0.000316563880252844,0.00107782027555688,-0.361280913396785
"SPSB4",0.379979153005463,4.660359296875,3.70007673424563,0.000316964295159256,0.00107902738777619,-0.362463150039498
"BAI3",0.444375423497266,2.6022669921875,3.69982894770833,0.000317244222738127,0.00107982404034743,-0.363288750482789
"ROBO2",0.365729590163933,2.71309268229167,3.699492165188,0.000317625065516148,0.00108096390405727,-0.364410805258541
"RC3H1",0.34806781420765,5.74465713541667,3.69914819179611,0.000318014486763427,0.00108213262856999,-0.365556732672006
"SUMO4",0.392306502732241,8.33161046875,3.6990193327269,0.000318160487841854,0.00108247283003622,-0.365985997043105
"CCDC125",-0.499860751366121,5.0964435546875,-3.69858976418794,0.000318647660086662,0.0010839735269364,-0.367416918694088
"TRIM27",0.394179398907102,7.52641057291667,3.69835910856523,0.000318909537218132,0.00108470749318445,-0.368185192702763
"BTLA",0.613276830601092,3.7793678125,3.69826391499741,0.000319017675566504,0.00108484530201052,-0.368502254745444
"LRRC8B",0.349289043715846,3.76571111979167,3.69824224035005,0.000319042302466273,0.00108484530201052,-0.368574445760648
"ALOX5AP",0.967096584699449,6.831302265625,3.6980632132332,0.000319245783289657,0.0010853802866396,-0.369170712263245
"OR7C1",0.333583415300546,3.295288359375,3.69753584730293,0.000319845897628054,0.00108726340688132,-0.370927018216066
"MGC24103",0.610370765027322,2.83843796875,3.6972931541608,0.000320122428220885,0.00108804617221896,-0.371735200069359
"IFI35",0.639123579234972,7.673071328125,3.69718380339731,0.000320247099156639,0.00108831263865975,-0.372099330282389
"LIPH",0.356456174863388,3.233850625,3.69650715959237,0.000321019564456324,0.00109078014389089,-0.37435231231128
"NRIP3",0.313198401639345,4.7072047265625,3.69593331717111,0.000321676052477839,0.00109285291842825,-0.376262741517895
"BRPF3",0.234991712204006,4.64573203125,3.69574041259142,0.000321897024763254,0.00109344569936911,-0.376904903304172
"UBBP1 /// UBBP1 /// UBBP4 /// UBBP4",-0.541975819672134,7.449419296875,-3.69569405973695,0.000321950143390757,0.00109346821264268,-0.377059203703706
"LEAP2",0.382625136612019,11.45730625,3.69564668536495,0.000322004441214037,0.00109349472384553,-0.377216902938249
"SCGB1D2",0.445651775956283,2.526368515625,3.69546045886195,0.00032221796752703,0.00109406187328364,-0.377836795638502
"LOC101928748",0.349346120218577,3.2124121875,3.69514954806964,0.000322574754937169,0.00109511521883981,-0.378871669073748
"CALU",0.397129923497266,6.444786125,3.69478174928432,0.000322997307422775,0.00109639149524948,-0.380095804647421
"GLIS3",0.899338715846993,4.796283046875,3.69435156646038,0.000323492195867823,0.00109791290718776,-0.381527446594706
"TJAP1",0.257932103825135,6.800965703125,3.69415615535242,0.000323717236617524,0.00109851816552361,-0.382177727340747
"GPR34",1.07231489071038,6.733391796875,3.69399637961736,0.000323901348826967,0.00109898438032462,-0.382709401567382
"FFAR4",0.304423961748633,2.439882421875,3.69395163503672,0.000323952926509244,0.0010990008411218,-0.382858291562213
"FRMD8",0.251731243169396,5.5046417578125,3.69357762119273,0.000324384361556648,0.00110020566269098,-0.384102785728738
"SCN3B",0.368217513661202,2.964931484375,3.69356266333276,0.000324401627158247,0.00110020566269098,-0.384152554415238
"LOC285857",0.356542377049181,2.492504453125,3.69312312205359,0.000324909370701742,0.00110173556573101,-0.385614949765317
"LOC101928618",0.26251756830601,1.838555390625,3.69309108141465,0.000324946412392686,0.00110173556573101,-0.385721546499407
"LEPR /// LEPROT",0.925335523679417,7.5382984765625,3.69271553301112,0.000325380876289145,0.00110298115986007,-0.386970911368234
"LINC01111",0.468110792349725,3.097804765625,3.69269246643582,0.000325407579433208,0.00110298115986007,-0.387047645317914
"LINC00629",0.471375382513661,2.550771328125,3.69257520426186,0.000325543360698649,0.0011032823982179,-0.387437727136027
"RP11-805I24.3",0.417164535519125,6.05137328125,3.69239845729683,0.000325748122478423,0.00110381729443776,-0.388025670866346
"GRM1",0.247442868852458,3.21200065104167,3.69195686091999,0.000326260245916087,0.00110539340016514,-0.389494529227631
"NIPA2",0.396385355191256,7.277325625,3.69171000923374,0.000326546854136453,0.00110620509999847,-0.390315556912235
"CCL8",1.63466049180328,5.36245078125,3.69162794155429,0.000326642191950992,0.00110636871467272,-0.390588503849238
"FOXP2",0.304512908318154,3.80645256944444,3.69098336541424,0.000327391911148582,0.00110874841615762,-0.392732113776492
"BC039357 /// RP11-661G16.2",0.45231713114754,3.347559765625,3.69072346774604,0.000327694663812909,0.00110961394944999,-0.393596346927669
"LOC646588",0.479538360655737,3.88292,3.69020696409159,0.000328297121560805,0.00111137857538564,-0.395313721478979
"TGFB2",0.325098191256831,3.200312546875,3.69019567275891,0.000328310303647083,0.00111137857538564,-0.395351262988478
"LOC101926962",0.348979672131146,3.05048125,3.69002896150538,0.000328504989313492,0.00111187758650933,-0.395905535039216
"SYTL4",0.318088679417118,5.24586716145833,3.68965615628628,0.000328940747349934,0.0011131922845569,-0.397144943305356
"KLHDC9",0.394108114754097,6.888499296875,3.68922247307383,0.000329448351858902,0.00111474971021743,-0.398586615945042
"RS1",0.284306133879781,2.5170576171875,3.68897562063597,0.000329737611331987,0.00111556798310246,-0.399407154689297
"DHRS9",1.03831576502732,5.63637471354167,3.68844000679961,0.000330366065745261,0.00111753341957839,-0.401187385165845
"RFPL1S",0.444744426229507,2.65627703125,3.68831706278039,0.000330510480159841,0.00111786115809023,-0.401595987190583
"KIF9",0.364380642076499,5.8111973828125,3.6876725235182,0.000331268557183629,0.0011202640495987,-0.403737920576292
"PMS2P3",0.261538019125678,5.9747655078125,3.68760568487122,0.00033134726379881,0.00112036912658827,-0.403960021504219
"IFNA5",0.432767131147541,2.111216171875,3.68732788727429,0.00033167457724687,0.00112131465528911,-0.404883091856528
"CCR1",0.758043715846991,7.06490125,3.68709594329507,0.000331948098340528,0.00112207807889756,-0.405653756002543
"SHOC2",0.449816475409833,8.226276328125,3.68664788281236,0.000332477080584292,0.0011237046896598,-0.407142384460849
"AC003973.4",0.317574535519126,2.5686765625,3.68644129026629,0.000332721253348696,0.00112436837338525,-0.407828714724986
"LOC101927417",0.392507896174863,2.884872421875,3.68612674632159,0.00033309334036751,0.00112546406628988,-0.408873615406885
"LOC100131756",0.322502267759563,2.211171640625,3.6858463692289,0.000333425341971717,0.00112642402228882,-0.409804954593813
"SCG3",0.263551338797814,1.909205703125,3.68520869284439,0.000334181597295735,0.00112881676983997,-0.411922935060193
"SCOC-AS1",0.296759535519126,3.181699765625,3.68488147458971,0.000334570293325332,0.00112996744672771,-0.413009643823574
"MFAP4",1.15190942622951,5.887488671875,3.68444090912253,0.000335094308182961,0.00113157474924095,-0.414472661292608
"LINC01222",0.378567295081966,4.047976953125,3.68420952887696,0.000335369826159649,0.00113234256550028,-0.415240965679056
"LOC100128993",0.357621120218578,2.672279296875,3.68399450308343,0.000335626062127107,0.0011330450669197,-0.415954929683468
"ABR",0.480174822404368,5.4174624609375,3.68350902811659,0.000336205261032973,0.00113483750566813,-0.417566759576736
"AK093362 /// RP11-774D14.1",0.495474863387978,2.5573178125,3.68330170507444,0.000336452897209938,0.00113551042364439,-0.418255042363942
"PELO",0.226791666666665,3.94324080729167,3.68320294966477,0.000336570915901686,0.00113574575925504,-0.418582885153921
"BLVRA",0.527789540983608,5.39583740625,3.68314758042463,0.000336637102635133,0.00113580614746497,-0.418766693808664
"FOSB",0.4918956284153,4.3346596875,3.6830839095551,0.000336713228114858,0.00113590004665253,-0.418978058528199
"S100PBP",0.421309685792346,6.0413924609375,3.68264257929346,0.000337241334660524,0.00113751845564542,-0.420443037337118
"ZBED2",0.554055846994536,3.8085628125,3.68236268779076,0.000337576665764876,0.00113848626022224,-0.421372052820614
"TRIM3",0.21211951502732,3.63463224609375,3.68226655479337,0.000337691913123278,0.00113871165543505,-0.421691124153706
"LGR6",0.650380846994534,4.887667578125,3.68191336507672,0.000338115648206276,0.00113997707078722,-0.422863324702284
"LINC01056",0.29388863387978,3.8518709375,3.68125170625169,0.000338910820024395,0.00114249426500986,-0.425059057874042
"LOC102659288",0.32017887978142,2.263333828125,3.68098473450563,0.000339232163556425,0.00114341365532346,-0.425944920632711
"MN1",0.658777568306012,3.679590703125,3.68087467434815,0.000339364722616055,0.00114369655766293,-0.426310105926092
"SPTLC2",0.389399737704918,5.235694625,3.68063343196876,0.00033965545215032,0.0011443530382634,-0.427110529713171
